,duration,vehicle_in,vehicle_out
0,1503.9435728048445,3633,2345
1,1501.4323939652718,3513,2085
2,1490.1287482806051,3635,2163
3,1329.5426055426055,3861,2585
4,1094.320299300024,4143,3153
5,779.2124700239808,4170,3640
6,484.5635283363803,4376,4282
7,938.4422549264156,4009,3166
8,650.6433003907148,4351,3764
9,418.7210211591536,4348,4106
10,275.5149441022131,4383,4318
11,507.59649527323035,4337,3974
12,649.9479877618263,4249,3724
13,570.9768411301528,4318,3871
14,375.19358533791524,4365,4173
15,336.7602552415679,4388,4303
16,255.95962591240877,4384,4328
17,261.2519362186788,4390,4325
18,255.70164233576642,4384,4329
19,267.54112554112555,4389,4330
20,266.35712656784494,4385,4326
21,257.0478687029861,4387,4331
22,264.91060433295326,4385,4326
23,259.69744642042866,4386,4324
24,251.1906064751482,4386,4330
25,246.14201048552542,4387,4329
26,251.4774384685506,4388,4326
27,257.0763793889649,4386,4328
28,242.59375712007292,4389,4338
29,245.4652540442014,4389,4331
30,249.86043329532498,4385,4329
31,248.61947104423166,4386,4333
32,241.36595938854666,4383,4331
33,251.7345031905196,4388,4331
34,253.76387303037222,4379,4322
35,248.7344426715295,4387,4333
36,243.39840364880274,4385,4332
37,250.51665905979004,4382,4317
38,243.84925883694413,4385,4331
39,243.72276775519526,4379,4325
40,242.95876053770792,4389,4332
41,239.0700753252682,4381,4327
42,239.93845452473215,4387,4335
43,237.63385737069947,4389,4340
44,236.4594163246694,4386,4336
45,236.72629899726527,4388,4337
46,238.19831127339114,4382,4325
47,236.9404245606026,4381,4331
48,237.46295874173694,4387,4334
49,237.26783679051744,4387,4334
50,237.54023250512878,4387,4332
51,237.17495437956205,4384,4331
52,239.211450729927,4384,4328
53,237.43365253077977,4386,4336
54,238.95965352176887,4387,4333
55,236.53802237953872,4379,4330
56,235.2223236703949,4381,4329
57,235.5208951815483,4379,4325
58,234.57625570776256,4380,4329
59,233.78444343065692,4384,4331
60,233.63854047890536,4385,4338
61,234.1526351813826,4383,4332
62,232.96167008898016,4383,4330
63,234.55342465753424,4380,4331
64,233.69267624914443,4383,4338
65,234.265389876881,4386,4336
66,233.82147742818057,4386,4336
67,233.5224629418472,4385,4336
68,233.60496922726236,4387,4339
69,233.74726277372264,4384,4338
70,232.64117781328463,4381,4333
71,232.84795988146797,4387,4337
72,232.8036488027366,4385,4338
73,232.1928343222273,4382,4334
74,231.95070743952533,4382,4335
75,232.4032368361067,4387,4336
76,232.62879306411133,4383,4329
77,233.49110401459853,4384,4339
78,231.92060232717316,4383,4334
79,233.14207525655644,4385,4336
