,duration,vehicle_in,vehicle_out
0,1122.1619047619047,3360,1918
1,1102.8728714034057,3406,1928
2,1090.745224719101,3560,2132
3,845.7987738121305,4567,3558
4,533.6163375919474,5166,4354
5,457.56937534549473,5427,4669
6,462.2023202671823,5689,4915
7,420.344262295082,5246,4551
8,381.37785910338516,5465,4766
9,390.35120945059066,5333,4516
10,367.5674760022586,5313,4604
11,357.8402269399707,5464,4717
12,367.11515039675214,5419,4729
13,422.69321421782934,5261,4407
14,427.49049068086725,5258,4448
15,342.6035874439462,5575,4931
16,360.33967789165445,5464,4769
17,337.1902212705211,5604,4969
18,341.0103037839758,5629,5043
19,335.20531914893616,5640,5030
20,344.08433089154903,5597,4948
21,357.19566010211526,5484,4828
22,338.2052117263844,5526,4877
23,334.80810045985146,5654,4986
24,328.3307323993616,5639,4977
25,332.10877003421575,5553,4920
26,360.1448401826484,5475,4703
27,337.8896022828607,5607,4910
28,332.2140553386522,5891,5173
29,323.8368245027284,5681,5073
30,332.68727146090896,5743,5148
31,331.3267723393137,5741,5099
32,326.0582127659574,5875,5257
33,317.9944086750254,5902,5318
34,318.26563028050015,5918,5305
35,316.89810017271157,5790,5216
36,312.81190186184097,5747,5170
37,317.8613251155624,5841,5274
38,319.18456832087014,5884,5295
39,324.9586453369639,5876,5278
40,330.7608108108108,5920,5323
41,331.85993975903614,5976,5287
42,332.0020297699594,5912,5233
43,330.97814116469215,5993,5304
44,329.3735284224689,5946,5266
45,324.76555911620846,5929,5321
46,320.7821361861097,5889,5303
47,324.55449522852837,5973,5347
48,323.2735911970657,5998,5363
49,318.1767928286853,6024,5408
50,326.1488619371989,6019,5363
51,326.622515450142,5987,5285
52,321.1570345408593,5935,5321
53,316.94831997271024,5863,5223
54,321.0821520068318,5855,5210
55,319.24466253443524,5808,5165
56,317.44321659299555,5882,5213
57,321.3388386648122,5752,5090
58,309.4946422398894,5786,5155
59,308.1100536424987,5779,5194
60,308.8650104239055,5756,5107
61,309.3745854424856,5729,5142
62,304.9084775086505,5780,5220
63,303.375798377352,5793,5189
64,305.07465247983527,5827,5202
65,304.5127366609294,5810,5189
66,303.33528600964854,5804,5200
67,306.19086488364013,5758,5151
68,312.02575912657795,5862,5295
69,311.39827644474485,5918,5305
70,320.42426750537993,6041,5378
71,323.25332659592385,5937,5302
72,323.16074136478517,5935,5300
73,323.3920808761584,5935,5243
74,324.3717754172989,5931,5255
75,318.55148166750377,5973,5347
76,321.71620075200263,6117,5405
77,317.8428810720268,5970,5287
78,318.8554136959045,6031,5341
79,319.17422715053766,5952,5275
