,duration,vehicle_in,vehicle_out
0,1904.2274183215886,6244,3626
1,1898.7620538509705,6388,3908
2,1889.6759117376648,6526,4119
3,1805.4191287618523,7277,4693
4,1790.6412303664922,7640,5150
5,1605.3583033610319,8063,6004
6,1628.7373232569478,8204,6131
7,1468.7861657303372,8544,6630
8,1382.891791044776,8576,6817
9,1501.8512890770955,8029,6445
10,1304.4514106583072,8294,7088
11,1268.460253524464,8441,7385
12,1244.6239097569485,8599,7429
13,1172.5730616864741,8835,7666
14,1135.1437848923322,8777,7641
15,1106.5691038787338,8972,7913
16,1121.3769349845202,9044,7957
17,1063.8531746031747,9072,8089
18,1137.8664775826333,9167,7984
19,1085.1952894995093,9171,8128
20,1094.059043842256,9078,8020
21,1100.825524513534,9199,8090
22,1095.4628830384117,9268,8157
23,1117.9599440077527,9287,8157
24,1102.846853677028,9233,8176
25,1112.1571162484936,9127,8070
26,1028.7612959150504,9229,8340
27,1011.0834496831704,9311,8449
28,1073.0338424348972,9101,8025
29,1023.9019650894719,9109,8230
30,987.6230912885861,9103,8192
31,1003.8769349845202,9044,8179
32,1011.7475406212004,9047,8219
33,1017.6877127484353,9107,8225
34,1003.3979322481302,9092,8268
35,978.7079484425349,9310,8532
36,972.9554058389477,9351,8544
37,1010.4435074062061,9249,8316
38,992.6083923705722,9175,8338
39,1001.1455800197174,9129,8216
40,939.6963243243243,9250,8503
41,946.0463082901555,9264,8467
42,962.2298448765567,9154,8338
43,1006.4060239663177,9263,8381
44,986.7141312574332,9249,8368
45,976.3055314533623,9220,8422
46,967.4692707206233,9242,8354
47,1006.7524140175763,9217,8224
48,1024.5089478223372,9276,8290
49,979.9784562087258,9237,8334
50,1002.8979259420132,9209,8283
51,989.9551603753,9166,8242
52,1004.0160681548582,9273,8373
53,993.5275743214132,9284,8390
54,970.9443724346511,9258,8461
55,887.6069501402978,9266,8591
56,898.9617085535541,9271,8619
57,895.483756454389,9296,8574
58,888.8852175790952,9261,8586
59,873.649799978376,9249,8649
60,949.5298611858389,9293,8515
61,1018.7867344730578,9242,8319
62,904.0226727708742,9174,8502
63,944.3720675290507,9122,8345
64,995.99116781158,9171,8315
65,1008.4538310412573,9162,8320
66,915.272658200369,9213,8574
67,925.6470200131955,9094,8365
68,897.6677482154445,9246,8557
69,870.3028426059064,9041,8429
70,950.1100043308792,9236,8485
71,953.935762950146,9247,8429
72,900.982262126355,9133,8526
73,957.9688142934489,9235,8449
74,919.5236552171095,9258,8515
75,916.2134600842605,9257,8569
76,924.9542378343539,9309,8632
77,880.2461488392275,9218,8599
78,981.2322940105004,9333,8510
79,941.472320376914,9339,8513
