,duration,vehicle_in,vehicle_out
0,1189.2380860131732,5162,3622
1,1277.6671393841166,4936,3225
2,1003.1983964199143,5363,4000
3,1092.5135596434668,5273,3974
4,889.114901891462,5657,4440
5,495.6089993502274,6156,5853
6,618.6387838948233,6085,5193
7,339.4277575565754,6319,6081
8,626.0268944519621,5912,5278
9,508.5445752055457,6203,5728
10,472.30174522916326,6131,5776
11,381.3966074313409,6190,5882
12,329.479347998101,6319,6077
13,357.6654906991661,6236,5959
14,336.3369320012891,6206,5917
15,410.1019937386719,6069,5772
16,347.7920038077106,6303,6074
17,302.75887550200804,6225,6006
18,306.7059945937351,6289,6062
19,290.9379255740301,6315,6133
20,279.344783916416,6317,6181
21,276.92875237492086,6316,6178
22,284.4735508394045,6314,6163
23,283.61707858048163,6312,6170
24,284.93184339831987,6309,6165
25,273.8978298748614,6313,6188
26,272.65674477517416,6316,6184
27,268.50546145322147,6317,6181
28,269.19169177104806,6307,6176
29,273.29304609535876,6313,6165
30,281.8397720075997,6316,6175
31,270.14192935213055,6313,6177
32,273.0296167247387,6314,6178
33,263.70738276299113,6312,6179
34,259.5945860376761,6317,6194
35,259.6783338612607,6314,6188
36,255.26243268926197,6314,6191
37,257.71306413301664,6315,6190
38,254.2580747308423,6316,6198
39,251.28130441665348,6317,6196
40,250.65066539923956,6312,6190
41,250.3978784040532,6316,6200
42,251.75751820196265,6318,6195
43,253.43663977218793,6321,6194
44,251.5237341772152,6320,6192
45,251.24382911392405,6320,6197
46,250.79154126405828,6313,6192
47,247.6283452098179,6315,6189
48,249.6649778340722,6316,6193
49,251.38175194044035,6313,6191
50,249.87056962025318,6320,6195
51,248.28105196451205,6312,6195
52,247.57461623674632,6319,6190
53,248.19629570998893,6317,6196
54,247.5681494380244,6317,6190
55,247.59816339455352,6316,6192
56,247.08967046894804,6312,6194
57,248.91923990498813,6315,6188
58,250.92488114104597,6310,6184
59,247.7077726769036,6317,6195
60,247.40269200316706,6315,6197
61,247.73017882576357,6319,6194
62,247.92100680702865,6317,6185
63,247.08801646351117,6317,6184
64,246.21447806114367,6313,6189
65,246.895896054508,6311,6190
66,248.57710576314122,6316,6184
67,247.29138968027857,6318,6190
68,249.67839594230463,6309,6184
69,246.9300522234531,6319,6198
70,246.86910414688194,6318,6197
71,249.15579480683976,6316,6192
72,247.78642777865863,6307,6180
73,247.22746713131633,6313,6185
74,247.06321292775667,6312,6190
75,254.32002534854246,6312,6166
76,248.14430540155234,6313,6193
77,250.34405705229793,6310,6186
78,245.70962634578848,6316,6193
79,244.47326795317937,6322,6202
